"Country or Area","Year","Value","Value Footnotes"
"Afghanistan","2011","0.420932655980935",""
"Afghanistan","2010","0.298289530193382",""
"Afghanistan","2009","0.244570891628528",""
"Afghanistan","2008","0.156001008723042",""
"Afghanistan","2007","0.0865631699552052",""
"Afghanistan","2006","0.0646664493800973",""
"Afghanistan","2005","0.0538378507094788",""
"Afghanistan","2004","0.0398476069586166",""
"Afghanistan","2003","0.0448933476875164",""
"Afghanistan","2002","0.0402988703319752",""
"Afghanistan","2001","0.0302322742475073",""
"Afghanistan","2000","0.0379246102034633",""
"Afghanistan","1999","0.0416473729442398",""
"Afghanistan","1998","0.0541675582643255",""
"Afghanistan","1997","0.0586065272553935",""
"Afghanistan","1996","0.0651147982490871",""
"Afghanistan","1995","0.0721469767582564",""
"Afghanistan","1994","0.0800799853539741",""
"Afghanistan","1993","0.0906158517198149",""
"Afghanistan","1992","0.103278005102276",""
"Afghanistan","1991","0.197712614839642",""
"Afghanistan","1990","0.228187363382394",""
"Albania","2011","1.48010912262757",""
"Albania","2010","1.40154526318329",""
"Albania","2009","1.42435559956017",""
"Albania","2008","1.47534632111431",""
"Albania","2007","1.41411657173755",""
"Albania","2006","1.21557768920544",""
"Albania","2005","1.33089705362423",""
"Albania","2004","1.29522911687313",""
"Albania","2003","1.32557784888181",""
"Albania","2002","1.14945017704397",""
"Albania","2001","0.980891845734924",""
"Albania","2000","0.914267940070464",""
"Albania","1999","0.899635647529597",""
"Albania","1998","0.527093427187128",""
"Albania","1997","0.463422424224413",""
"Albania","1996","0.603658797567107",""
"Albania","1995","0.621385121109945",""
"Albania","1994","0.56992696123086",""
"Albania","1993","0.685695348347223",""
"Albania","1992","0.692577704100372",""
"Albania","1991","1.14787082236558",""
"Albania","1990","2.1724021884126",""
"Algeria","2011","3.22420156024837",""
"Algeria","2010","3.21822540756478",""
"Algeria","2009","3.33598179186705",""
"Algeria","2008","3.12315273817824",""
"Algeria","2007","3.11407815752455",""
"Algeria","2006","2.92459156511447",""
"Algeria","2005","3.15444315482424",""
"Algeria","2004","2.67452294580508",""
"Algeria","2003","2.8037402280647",""
"Algeria","2002","2.78923206804217",""
"Algeria","2001","2.62186033815406",""
"Algeria","2000","2.77214755527437",""
"Algeria","1999","2.94532031367526",""
"Algeria","1998","3.47432043058445",""
"Algeria","1997","2.90636555062295",""
"Algeria","1996","3.25450893155109",""
"Algeria","1995","3.25240188087768",""
"Algeria","1994","3.00843801057075",""
"Algeria","1993","2.92265430669419",""
"Algeria","1992","2.97566728433775",""
"Algeria","1991","3.02005654640649",""
"Algeria","1990","3.00783991193804",""
"Andorra","2011","",""
"Andorra","2010","",""
"Andorra","2009","",""
"Andorra","2008","",""
"Andorra","2007","",""
"Andorra","2006","",""
"Andorra","2005","",""
"Andorra","2004","",""
"Andorra","2003","",""
"Andorra","2002","",""
"Andorra","2001","",""
"Andorra","2000","",""
"Andorra","1999","",""
"Andorra","1998","",""
"Andorra","1997","",""
"Andorra","1996","",""
"Andorra","1995","",""
"Angola","2011","1.47221568951002",""
"Angola","2010","1.52145114021477",""
"Angola","2009","1.5513399888517",""
"Angola","2008","1.48366362915472",""
"Angola","2007","1.41998548622173",""
"Angola","2006","1.30040253097564",""
"Angola","2005","1.15788035765145",""
"Angola","2004","1.17629781841887",""
"Angola","2003","0.587820498895181",""
"Angola","2002","0.850821552359864",""
"Angola","2001","0.676539905401931",""
"Angola","2000","0.6852123493619",""
"Angola","1999","0.677726241349765",""
"Angola","1998","0.556293635445657",""
"Angola","1997","0.577081314396843",""
"Angola","1996","0.842542028574652",""
"Angola","1995","0.90971042264356",""
"Angola","1994","0.331307491711111",""
"Angola","1993","0.51012261878926",""
"Angola","1992","0.401602489121364",""
"Angola","1991","0.409979247567313",""
"Angola","1990","0.428662944786084",""
"Anguilla","2011","",""
"Anguilla","2010","",""
"Anguilla","2009","",""
"Anguilla","2008","",""
"Anguilla","2007","",""
"Anguilla","2006","",""
"Anguilla","2005","",""
"Anguilla","2004","",""
"Anguilla","2003","",""
"Anguilla","2002","",""
"Anguilla","2001","",""
"Anguilla","2000","",""
"Anguilla","1999","",""
"Anguilla","1998","",""
"Anguilla","1997","",""
"Antigua and Barbuda","2011","5.8238043379617",""
"Antigua and Barbuda","2010","6.01126867125973",""
"Antigua and Barbuda","2009","5.90629200463499",""
"Antigua and Barbuda","2008","5.62838463250887",""
"Antigua and Barbuda","2007","5.56152469874522",""
"Antigua and Barbuda","2006","5.0962895515593",""
"Antigua and Barbuda","2005","4.97431114879186",""
"Antigua and Barbuda","2004","4.98099561908025",""
"Antigua and Barbuda","2003","4.80448432710373",""
"Antigua and Barbuda","2002","4.53621142071723",""
"Antigua and Barbuda","2001","4.36481284505901",""
"Antigua and Barbuda","2000","4.43923861528951",""
"Antigua and Barbuda","1999","4.58127852079799",""
"Antigua and Barbuda","1998","4.49690052017357",""
"Antigua and Barbuda","1997","4.67056152397829",""
"Antigua and Barbuda","1996","4.59386433198093",""
"Antigua and Barbuda","1995","4.72129804386311",""
"Antigua and Barbuda","1994","4.68362133734034",""
"Antigua and Barbuda","1993","4.69200530307702",""
"Antigua and Barbuda","1992","4.56684112620992",""
"Antigua and Barbuda","1991","4.6416234057553",""
"Antigua and Barbuda","1990","4.85726747003521",""
"Argentina","2011","4.66586863064601",""
"Argentina","2010","4.43354497661677",""
"Argentina","2009","4.51370116476909",""
"Argentina","2008","4.82857009851502",""
"Argentina","2007","4.56983991170201",""
"Argentina","2006","4.46889761484307",""
"Argentina","2005","4.16457700342172",""
"Argentina","2004","4.07661638080399",""
"Argentina","2003","3.50606602599061",""
"Argentina","2002","3.27595661635645",""
"Argentina","2001","3.55835157983204",""
"Argentina","2000","3.82290241621381",""
"Argentina","1999","3.98438959606193",""
"Argentina","1998","3.8126933467799",""
"Argentina","1997","3.77346520717481",""
"Argentina","1996","3.66428906249335",""
"Argentina","1995","3.51812597120078",""
"Argentina","1994","3.5858401714242",""
"Argentina","1993","3.49241211053065",""
"Argentina","1992","3.62304485963537",""
"Argentina","1991","3.53803832564066",""
"Argentina","1990","3.45177026584072",""
"Armenia","2011","1.67383607951095",""
"Armenia","2010","1.42299837759187",""
"Armenia","2009","1.4689477028483",""
"Armenia","2008","1.86706781018093",""
"Armenia","2007","1.69375480370128",""
"Armenia","2006","1.45927235272707",""
"Armenia","2005","1.44373095511419",""
"Armenia","2004","1.20469835922968",""
"Armenia","2003","1.12931780692694",""
"Armenia","2002","0.998886774606646",""
"Armenia","2001","1.15763670113335",""
"Armenia","2000","1.12652945387306",""
"Armenia","1999","0.988511936699614",""
"Armenia","1998","1.09434274410384",""
"Armenia","1997","1.04482523874541",""
"Armenia","1996","0.821584565571898",""
"Armenia","1995","1.08308924156414",""
"Armenia","1994","0.901718661995056",""
"Armenia","1993","0.859706564999037",""
"Armenia","1992","1.17467416263878",""
"Aruba","2011","23.9233508613586",""
"Aruba","2010","24.182702245145",""
"Aruba","2009","24.8762152675068",""
"Aruba","2008","24.7496447742343",""
"Aruba","2007","25.6134618994458",""
"Aruba","2006","24.7667063373996",""
"Aruba","2005","24.9645309953914",""
"Aruba","2004","24.5105426262381",""
"Aruba","2003","24.9090656084111",""
"Aruba","2002","24.9755145007632",""
"Aruba","2001","25.3824897194652",""
"Aruba","2000","25.5476787954831",""
"Aruba","1999","19.6525886477012",""
"Aruba","1998","19.6215339841423",""
"Aruba","1997","21.5006612285979",""
"Aruba","1996","21.6418895366308",""
"Aruba","1995","22.1866145457262",""
"Aruba","1994","22.9964406779661",""
"Aruba","1993","24.4304808408508",""
"Aruba","1992","25.258151974793",""
"Aruba","1991","29.8476084366247",""
"Aruba","1990","29.6201647679732",""
"Australia","2011","16.2282694655922",""
"Australia","2010","16.4328891157879",""
"Australia","2009","17.3554454404548",""
"Australia","2008","17.3802669842752",""
"Australia","2007","17.1228016733663",""
"Australia","2006","17.1548943060925",""
"Australia","2005","17.0689868531031",""
"Australia","2004","16.9536223814242",""
"Australia","2003","16.8572913981727",""
"Australia","2002","17.3166046019136",""
"Australia","2001","16.6712978127194",""
"Australia","2000","17.1075082023681",""
"Australia","1999","17.1005809610311",""
"Australia","1998","16.8646998874993",""
"Australia","1997","16.4753282823304",""
"Australia","1996","16.4807712640527",""
"Australia","1995","15.5560208503157",""
"Australia","1994","15.524280057266",""
"Australia","1993","15.6549170537402",""
"Australia","1992","15.2932494070821",""
"Australia","1991","15.10100848337",""
"Australia","1990","15.4325323543159",""
"Austria","2011","7.73197883525102",""
"Austria","2010","8.09043012052954",""
"Austria","2009","7.58305010767811",""
"Austria","2008","8.24161110431162",""
"Austria","2007","8.38893682135143",""
"Austria","2006","8.7242723644993",""
"Austria","2005","9.01593910813046",""
"Austria","2004","8.82112999909559",""
"Austria","2003","8.85188340623228",""
"Austria","2002","8.27723397650264",""
"Austria","2001","8.17273996700392",""
"Austria","2000","7.75394282630667",""
"Austria","1999","7.73208153556457",""
"Austria","1998","7.95572309378477",""
"Austria","1997","7.82439852440516",""
"Austria","1996","7.89408047724252",""
"Austria","1995","7.49208740682338",""
"Austria","1994","7.19243785606984",""
"Austria","1993","7.25773716423828",""
"Austria","1992","7.27032457946106",""
"Austria","1991","7.97762319164707",""
"Austria","1990","7.52571570720786",""
"Azerbaijan","2011","3.63574628967647",""
"Azerbaijan","2010","3.37318012499123",""
"Azerbaijan","2009","3.55018424782885",""
"Azerbaijan","2008","3.9992360607272",""
"Azerbaijan","2007","3.47879311142992",""
"Azerbaijan","2006","4.52016155557192",""
"Azerbaijan","2005","4.00983207834087",""
"Azerbaijan","2004","3.79083704237397",""
"Azerbaijan","2003","3.65772578785446",""
"Azerbaijan","2002","3.57675384141198",""
"Azerbaijan","2001","3.51065075681841",""
"Azerbaijan","2000","3.63504395680474",""
"Azerbaijan","1999","3.5508397432584",""
"Azerbaijan","1998","3.96714943778289",""
"Azerbaijan","1997","3.7629389736731",""
"Azerbaijan","1996","4.01291842502165",""
"Azerbaijan","1995","4.30839606599367",""
"Azerbaijan","1994","5.55989150930121",""
"Azerbaijan","1993","6.523607283899",""
"Azerbaijan","1992","7.74109009357234",""
"Bahamas","2011","5.2052378859556",""
"Bahamas","2010","6.83561073847844",""
"Bahamas","2009","4.63428229692066",""
"Bahamas","2008","3.00021530688408",""
"Bahamas","2007","4.52412958377309",""
"Bahamas","2006","4.53428261556155",""
"Bahamas","2005","4.85831145468689",""
"Bahamas","2004","5.34581265508685",""
"Bahamas","2003","4.80995741768687",""
"Bahamas","2002","5.10230100408039",""
"Bahamas","2001","5.17970330522599",""
"Bahamas","2000","5.60347462209371",""
"Bahamas","1999","5.71090368795196",""
"Bahamas","1998","5.79280919958886",""
"Bahamas","1997","4.75561365894473",""
"Bahamas","1996","5.88161577563294",""
"Bahamas","1995","6.01018746652383",""
"Bahamas","1994","6.11565513740845",""
"Bahamas","1993","6.2761217978274",""
"Bahamas","1992","6.73875691946922",""
"Bahamas","1991","6.82553944435508",""
"Bahamas","1990","7.61043622092706",""
"Bahrain","2011","18.131278408124",""
"Bahrain","2010","18.5794690107094",""
"Bahrain","2009","18.2159148798319",""
"Bahrain","2008","21.5149627521643",""
"Bahrain","2007","21.3231336568015",""
"Bahrain","2006","19.8012778786709",""
"Bahrain","2005","21.8385485950515",""
"Bahrain","2004","21.340424494671",""
"Bahrain","2003","21.3306474384049",""
"Bahrain","2002","21.4301001582164",""
"Bahrain","2001","19.9317151080002",""
"Bahrain","2000","27.8987428150706",""
"Bahrain","1999","28.1155757489706",""
"Bahrain","1998","29.803352673605",""
"Bahrain","1997","28.9910294609977",""
"Bahrain","1996","26.9475605359352",""
"Bahrain","1995","28.4198517020559",""
"Bahrain","1994","29.0798568749203",""
"Bahrain","1993","29.3107552392988",""
"Bahrain","1992","21.9142727608364",""
"Bahrain","1991","24.2046679551452",""
"Bahrain","1990","25.5388068007678",""
"Bangladesh","2011","0.373339090754091",""
"Bangladesh","2010","0.37156390079171",""
"Bangladesh","2009","0.353103928948631",""
"Bangladesh","2008","0.335078178398188",""
"Bangladesh","2007","0.320136562614626",""
"Bangladesh","2006","0.332278182488306",""
"Bangladesh","2005","0.262365597332536",""
"Bangladesh","2004","0.28144773001968",""
"Bangladesh","2003","0.243437439168624",""
"Bangladesh","2002","0.246025687625601",""
"Bangladesh","2001","0.240902076214146",""
"Bangladesh","2000","0.2105190561662",""
"Bangladesh","1999","0.194174893387984",""
"Bangladesh","1998","0.188644998745044",""
"Bangladesh","1997","0.200599318189722",""
"Bangladesh","1996","0.196320874971373",""
"Bangladesh","1995","0.190340810807012",""
"Bangladesh","1994","0.161621139162807",""
"Bangladesh","1993","0.15150236067276",""
"Bangladesh","1992","0.157859354195011",""
"Bangladesh","1991","0.144999394640031",""
"Bangladesh","1990","0.144650458453804",""
"Barbados","2011","5.55637606279542",""
"Barbados","2010","5.41426411218419",""
"Barbados","2009","5.82238733217207",""
"Barbados","2008","5.86436819697876",""
"Barbados","2007","5.17643524433811",""
"Barbados","2006","4.98851678469972",""
"Barbados","2005","4.94620350333372",""
"Barbados","2004","4.75542697599236",""
"Barbados","2003","4.68454903929938",""
"Barbados","2002","4.55783158457132",""
"Barbados","2001","4.55135745594418",""
"Barbados","2000","4.44667839365246",""
"Barbados","1999","4.5455262564796",""
"Barbados","1998","4.29753551644873",""
"Barbados","1997","3.40915171991565",""
"Barbados","1996","3.22393172757727",""
"Barbados","1995","3.14913457336652",""
"Barbados","1994","2.85042352376344",""
"Barbados","1993","4.25948936625477",""
"Barbados","1992","3.75183071929737",""
"Barbados","1991","4.63704429710772",""
"Barbados","1990","4.14300752691489",""
"Belarus","2011","6.69849755422817",""
"Belarus","2010","6.55581046183412",""
"Belarus","2009","6.32943258744555",""
"Belarus","2008","6.57356824404359",""
"Belarus","2007","6.28894091494453",""
"Belarus","2006","6.42692097041285",""
"Belarus","2005","6.11134162894008",""
"Belarus","2004","5.97095295664368",""
"Belarus","2003","5.49069302259551",""
"Belarus","2002","5.31727814018784",""
"Belarus","2001","5.30190158982106",""
"Belarus","2000","5.35678417786576",""
"Belarus","1999","5.5625635851327",""
"Belarus","1998","5.71360695391186",""
"Belarus","1997","5.8810086125703",""
"Belarus","1996","5.92315939591137",""
"Belarus","1995","6.09662604309027",""
"Belarus","1994","6.44974703699021",""
"Belarus","1993","7.26611232921472",""
"Belarus","1992","8.52275291997852",""
"Belgium","2011","8.88245259767021",""
"Belgium","2010","9.97078680316248",""
"Belgium","2009","9.57628115080211",""
"Belgium","2008","9.64323496747109",""
"Belgium","2007","9.6660880658262",""
"Belgium","2006","10.0848525524496",""
"Belgium","2005","10.3061178635869",""
"Belgium","2004","10.6224173274206",""
"Belgium","2003","11.0317701004521",""
"Belgium","2002","10.35871197602",""
"Belgium","2001","11.097714298196",""
"Belgium","2000","11.1891499925013",""
"Belgium","1999","11.2360948050608",""
"Belgium","1998","11.5793437593418",""
"Belgium","1997","11.3014067256713",""
"Belgium","1996","11.589453749163",""
"Belgium","1995","11.0537782547658",""
"Belgium","1994","11.0897348934961",""
"Belgium","1993","10.6679648658756",""
"Belgium","1992","11.1411776447245",""
"Belgium","1991","11.083702316425",""
"Belgium","1990","10.6280896602918",""
"Belize","2011","1.73912356140129",""
"Belize","2010","1.79431617492182",""
"Belize","2009","1.55930581763096",""
"Belize","2008","1.53653626032213",""
"Belize","2007","1.60161218186138",""
"Belize","2006","1.55100094987186",""
"Belize","2005","1.52387099146808",""
"Belize","2004","1.49424992453969",""
"Belize","2003","1.4903849875748",""
"Belize","2002","1.45651120484895",""
"Belize","2001","2.9013205654206",""
"Belize","2000","2.88950734745543",""
"Belize","1999","2.5937548520659",""
"Belize","1998","1.64546856048658",""
"Belize","1997","1.77908679811794",""
"Belize","1996","1.4503967039435",""
"Belize","1995","1.82497753210734",""
"Belize","1994","1.84846897424239",""
"Belize","1993","1.90354298961798",""
"Belize","1992","1.82508953585026",""
"Belize","1991","1.87787926926132",""
"Belize","1990","1.66191242961952",""
"Benin","2011","0.509941159298329",""
"Benin","2010","0.541771234257552",""
"Benin","2009","0.514288886558639",""
"Benin","2008","0.500196304745649",""
"Benin","2007","0.516307454846345",""
"Benin","2006","0.458610005055858",""
"Benin","2005","0.292647893114482",""
"Benin","2004","0.316583690909118",""
"Benin","2003","0.307110875080766",""
"Benin","2002","0.280412782963242",""
"Benin","2001","0.252987807096144",""
"Benin","2000","0.230065879391012",""
"Benin","1999","0.23175492705205",""
"Benin","1998","0.185408737166602",""
"Benin","1997","0.191382863348236",""
"Benin","1996","0.204833203212658",""
"Benin","1995","0.2217724433972",""
"Benin","1994","0.218621053384655",""
"Benin","1993","0.202977024301289",""
"Benin","1992","0.168410364309718",""
"Benin","1991","0.159910854265054",""
"Benin","1990","0.142976655334214",""
"Bermuda","2011","",""
"Bermuda","2010","",""
"Bermuda","2009","",""
"Bermuda","2008","",""
"Bermuda","2007","",""
"Bermuda","2006","",""
"Bermuda","2005","",""
"Bermuda","2004","",""
"Bermuda","2003","",""
"Bermuda","2002","",""
"Bermuda","2001","",""
"Bermuda","2000","",""
"Bermuda","1999","",""
"Bermuda","1998","",""
"Bermuda","1997","",""
"Bermuda","1996","",""
"Bermuda","1995","",""
"Bermuda","1994","",""
"Bermuda","1993","",""
"Bermuda","1992","",""
"Bermuda","1991","",""
"Bermuda","1990","",""
"Bhutan","2011","0.769164647964367",""
"Bhutan","2010","0.680268474723791",""
"Bhutan","2009","0.551708769668806",""
"Bhutan","2008","0.60926030001777",""
"Bhutan","2007","0.577552567471094",""
"Bhutan","2006","0.589525037261407",""
"Bhutan","2005","0.608895523948482",""
"Bhutan","2004","0.48593059080949",""
"Bhutan","2003","0.612769982299966",""
"Bhutan","2002","0.698528711431937",""
"Bhutan","2001","0.669151368249989",""
"Bhutan","2000","0.70825374324444",""
"Bhutan","1999","0.701851443404016",""
"Bhutan","1998","0.721394619447406",""
"Bhutan","1997","0.759932917071224",""
"Bhutan","1996","0.593766216537845",""
"Bhutan","1995","0.489792871804441",""
"Bhutan","1994","0.415736882022252",""
"Bhutan","1993","0.360302163928362",""
"Bhutan","1992","0.409523683333838",""
"Bhutan","1991","0.349626569203877",""
"Bhutan","1990","0.239566728512818",""
"Bolivia","2011","1.56135579200625",""
"Bolivia","2010","1.51133848814185",""
"Bolivia","2009","1.42556952054185",""
"Bolivia","2008","1.37856049431275",""
"Bolivia","2007","1.28619382964176",""
"Bolivia","2006","1.54772802852041",""
"Bolivia","2005","1.29005584246394",""
"Bolivia","2004","1.42407611990496",""
"Bolivia","2003","1.56696071449841",""
"Bolivia","2002","1.08185280464982",""
"Bolivia","2001","1.13321238989298",""
"Bolivia","2000","1.20344554046598",""
"Bolivia","1999","1.35093376820747",""
"Bolivia","1998","1.40557143652915",""
"Bolivia","1997","1.38204424103164",""
"Bolivia","1996","1.28277664794447",""
"Bolivia","1995","1.23908466946295",""
"Bolivia","1994","1.19731387865092",""
"Bolivia","1993","1.10571986268545",""
"Bolivia","1992","0.936917667584687",""
"Bolivia","1991","0.833368838489775",""
"Bolivia","1990","0.813384101314592",""
"Bosnia and Herzegovina","2011","6.18533480651011",""
"Bosnia and Herzegovina","2010","5.49869459368595",""
"Bosnia and Herzegovina","2009","5.34998388455424",""
"Bosnia and Herzegovina","2008","5.20248130050728",""
"Bosnia and Herzegovina","2007","4.54694293768005",""
"Bosnia and Herzegovina","2006","4.53270151377093",""
"Bosnia and Herzegovina","2005","4.17659571506778",""
"Bosnia and Herzegovina","2004","4.01634461730357",""
"Bosnia and Herzegovina","2003","3.71897815558839",""
"Bosnia and Herzegovina","2002","3.6692777747417",""
"Bosnia and Herzegovina","2001","3.44453005436731",""
"Bosnia and Herzegovina","2000","3.59588187245655",""
"Bosnia and Herzegovina","1999","2.76588457794821",""
"Bosnia and Herzegovina","1998","2.90977309788094",""
"Bosnia and Herzegovina","1997","2.37380309604247",""
"Bosnia and Herzegovina","1996","1.22143032354776",""
"Bosnia and Herzegovina","1995","0.973771341972556",""
"Bosnia and Herzegovina","1994","0.882827527614432",""
"Bosnia and Herzegovina","1993","0.759364211337503",""
"Bosnia and Herzegovina","1992","0.998384771864715",""
"Botswana","2011","2.44380407519803",""
"Botswana","2010","2.65713708291251",""
"Botswana","2009","2.2546324642686",""
"Botswana","2008","2.57523766379707",""
"Botswana","2007","2.45463967748319",""
"Botswana","2006","2.45054126071234",""
"Botswana","2005","2.4612115864922",""
"Botswana","2004","2.36065451796722",""
"Botswana","2003","2.32713977175622",""
"Botswana","2002","2.47916003307949",""
"Botswana","2001","2.43047995653122",""
"Botswana","2000","2.43578836430962",""
"Botswana","1999","2.05573636867479",""
"Botswana","1998","2.26458619458818",""
"Botswana","1997","1.9382109622053",""
"Botswana","1996","1.93644250516197",""
"Botswana","1995","2.22550779846323",""
"Botswana","1994","2.2621076922579",""
"Botswana","1993","2.3239958998288",""
"Botswana","1992","2.23513315386548",""
"Botswana","1991","1.50848886601948",""
"Botswana","1990","1.57394256282191",""
"Brazil","2011","2.23125723721802",""
"Brazil","2010","2.15026804394611",""
"Brazil","2009","1.89749146990989",""
"Brazil","2008","2.02161027167093",""
"Brazil","2007","1.91167612583476",""
"Brazil","2006","1.84797903561612",""
"Brazil","2005","1.86582368338718",""
"Brazil","2004","1.83590849648332",""
"Brazil","2003","1.7695534913213",""
"Brazil","2002","1.85216506517662",""
"Brazil","2001","1.90674744652578",""
"Brazil","2000","1.87951064846329",""
"Brazil","1999","1.86140268462861",""
"Brazil","1998","1.84271392665613",""
"Brazil","1997","1.8004882263105",""
"Brazil","1996","1.73233584494341",""
"Brazil","1995","1.59581309417824",""
"Brazil","1994","1.51884584882033",""
"Brazil","1993","1.46956868299993",""
"Brazil","1992","1.4276106444725",""
"Brazil","1991","1.44150839633116",""
"Brazil","1990","1.39585234693648",""
"British Virgin Islands","2011","",""
"British Virgin Islands","2010","",""
"British Virgin Islands","2009","",""
"British Virgin Islands","2008","",""
"British Virgin Islands","2007","",""
"British Virgin Islands","2006","",""
"British Virgin Islands","2005","",""
"British Virgin Islands","2004","",""
"British Virgin Islands","2003","",""
"British Virgin Islands","2002","",""
"British Virgin Islands","2001","",""
"British Virgin Islands","2000","",""
"British Virgin Islands","1999","",""
"British Virgin Islands","1998","",""
"British Virgin Islands","1997","",""
"British Virgin Islands","1996","",""
"British Virgin Islands","1995","",""
"British Virgin Islands","1994","",""
"British Virgin Islands","1993","",""
"British Virgin Islands","1992","",""
"British Virgin Islands","1991","",""
"British Virgin Islands","1990","",""
"Brunei Darussalam","2011","23.9678508875507",""
"Brunei Darussalam","2010","21.4764048141519",""
"Brunei Darussalam","2009","21.7379462474645",""
"Brunei Darussalam","2008","25.8474370968282",""
"Brunei Darussalam","2007","23.7359034186242",""
"Brunei Darussalam","2006","11.4013589647102",""
"Brunei Darussalam","2005","12.5618041678561",""
"Brunei Darussalam","2004","13.4362924303694",""
"Brunei Darussalam","2003","13.7908208421344",""
"Brunei Darussalam","2002","14.0156174673145",""
"Brunei Darussalam","2001","16.9663387533396",""
"Brunei Darussalam","2000","18.4012555718639",""
"Brunei Darussalam","1999","13.0406932490193",""
"Brunei Darussalam","1998","17.5596694975632",""
"Brunei Darussalam","1997","17.2994023955806",""
"Brunei Darussalam","1996","17.091841288416",""
"Brunei Darussalam","1995","17.2782310688366",""
"Brunei Darussalam","1994","17.4053937432578",""
"Brunei Darussalam","1993","18.8560997239426",""
"Brunei Darussalam","1992","20.2407450309817",""
"Brunei Darussalam","1991","20.989403477445",""
"Brunei Darussalam","1990","24.1774887225654",""
"Bulgaria","2011","6.72830548843999",""
"Bulgaria","2010","5.97207103634709",""
"Bulgaria","2009","5.72836630564569",""
"Bulgaria","2008","6.76841987013683",""
"Bulgaria","2007","6.90040606144987",""
"Bulgaria","2006","6.42062170431749",""
"Bulgaria","2005","6.23554715808281",""
"Bulgaria","2004","6.04129380889203",""
"Bulgaria","2003","6.05968967573311",""
"Bulgaria","2002","5.67115075964794",""
"Bulgaria","2001","5.85428028551578",""
"Bulgaria","2000","5.44102275979906",""
"Bulgaria","1999","5.45280027255324",""
"Bulgaria","1998","6.02581466665617",""
"Bulgaria","1997","6.29493732404114",""
"Bulgaria","1996","6.83535913311496",""
"Bulgaria","1995","6.93991397104324",""
"Bulgaria","1994","6.43011043781593",""
"Bulgaria","1993","7.96005244352546",""
"Bulgaria","1992","6.29322420024563",""
"Bulgaria","1991","6.65228521616313",""
"Bulgaria","1990","8.58892797063771",""
"Burkina Faso","2011","0.120817204389811",""
"Burkina Faso","2010","0.108309024468279",""
"Burkina Faso","2009","0.110289608450287",""
"Burkina Faso","2008","0.115815961722404",""
"Burkina Faso","2007","0.115663809287974",""
"Burkina Faso","2006","0.0984250980140219",""
"Burkina Faso","2005","0.0838753505550505",""
"Burkina Faso","2004","0.0846819972414234",""
"Burkina Faso","2003","0.0851639683939267",""
"Burkina Faso","2002","0.0817115644994929",""
"Burkina Faso","2001","0.0834938322864068",""
"Burkina Faso","2000","0.0897168352983095",""
"Burkina Faso","1999","0.0825583042352106",""
"Burkina Faso","1998","0.0785701937921027",""
"Burkina Faso","1997","0.0756438219961365",""
"Burkina Faso","1996","0.0682310696238788",""
"Burkina Faso","1995","0.0621471463078436",""
"Burkina Faso","1994","0.0657450563770337",""
"Burkina Faso","1993","0.0656434202954565",""
"Burkina Faso","1992","0.0678408228960464",""
"Burkina Faso","1991","0.0692873772526019",""
"Burkina Faso","1990","0.0665892410118088",""
"Burundi","2011","0.0219089170830205",""
"Burundi","2010","0.0210501678101862",""
"Burundi","2009","0.0213611163917812",""
"Burundi","2008","0.0221101355707375",""
"Burundi","2007","0.0224555708287586",""
"Burundi","2006","0.0232533618880212",""
"Burundi","2005","0.0198206216623305",""
"Burundi","2004","0.0263645370095826",""
"Burundi","2003","0.02221096479515",""
"Burundi","2002","0.0302208369264679",""
"Burundi","2001","0.0300249613415025",""
"Burundi","2000","0.0434043431761839",""
"Burundi","1999","0.0436996287244245",""
"Burundi","1998","0.0454985923601573",""
"Burundi","1997","0.0477835798412233",""
"Burundi","1996","0.0506839164843112",""
"Burundi","1995","0.0519645734737774",""
"Burundi","1994","0.054593011737194",""
"Burundi","1993","0.0543602749236138",""
"Burundi","1992","0.0523618575822342",""
"Burundi","1991","0.0586743061553376",""
"Burundi","1990","0.0523308323253131",""
"Cambodia","2011","0.307803948852865",""
"Cambodia","2010","0.291523433005004",""
"Cambodia","2009","0.292183488314135",""
"Cambodia","2008","0.28514205856626",""
"Cambodia","2007","0.253406344582292",""
"Cambodia","2006","0.221290597588176",""
"Cambodia","2005","0.207833998082121",""
"Cambodia","2004","0.186007848579394",""
"Cambodia","2003","0.183996838191333",""
"Cambodia","2002","0.173693889279503",""
"Cambodia","2001","0.180518939697028",""
"Cambodia","2000","0.161706116345333",""
"Cambodia","1999","0.158508777291054",""
"Cambodia","1998","0.166948102116397",""
"Cambodia","1997","0.135147918235571",""
"Cambodia","1996","0.145812255068724",""
"Cambodia","1995","0.144034959706378",""
"Cambodia","1994","0.0516812223808631",""
"Cambodia","1993","0.047304841604048",""
"Cambodia","1992","0.0490352841945015",""
"Cambodia","1991","0.0492677421057486",""
"Cambodia","1990","0.0497984010535545",""
"Cameroon","2011","0.267620306640036",""
"Cameroon","2010","0.325195474105527",""
"Cameroon","2009","0.331971660288565",""
"Cameroon","2008","0.282954664107106",""
"Cameroon","2007","0.305492511235398",""
"Cameroon","2006","0.207466369567015",""
"Cameroon","2005","0.203792601655753",""
"Cameroon","2004","0.223858667855542",""
"Cameroon","2003","0.220361374899794",""
"Cameroon","2002","0.203648852309051",""
"Cameroon","2001","0.209248864250748",""
"Cameroon","2000","0.215493084286489",""
"Cameroon","1999","0.198552848900256",""
"Cameroon","1998","0.212380482302349",""
